CensusTract,State,County,Urban,POP2010,LA1and10,LAPOP1_10
40109105600,Oklahoma,Oklahoma,1,5182,1,994.3635756
40109105700,Oklahoma,Oklahoma,1,1068,1,483.1670393
40109105800,Oklahoma,Oklahoma,1,819,0,151.028222
40109105903,Oklahoma,Oklahoma,1,2856,0,0
40109105904,Oklahoma,Oklahoma,1,3829,0,0
40109105905,Oklahoma,Oklahoma,1,2817,0,0
40109105906,Oklahoma,Oklahoma,1,2813,0,0
40109105907,Oklahoma,Oklahoma,1,4152,0,0
40109106000,Oklahoma,Oklahoma,0,2067,0,0
40109106100,Oklahoma,Oklahoma,1,3177,1,2057.207132
40109106200,Oklahoma,Oklahoma,1,1488,1,1101.423803
40109106301,Oklahoma,Oklahoma,1,3583,1,3540.829385
40109106302,Oklahoma,Oklahoma,1,4564,1,4367.588916
40109106303,Oklahoma,Oklahoma,1,3283,1,1142.685036
40109106401,Oklahoma,Oklahoma,1,2111,0,88.61598134
40109106402,Oklahoma,Oklahoma,1,2026,0,0
40109106403,Oklahoma,Oklahoma,1,4927,0,33.88833341
40109106501,Oklahoma,Oklahoma,1,2807,0,0
40109106502,Oklahoma,Oklahoma,1,3629,0,367.6203443
40109106503,Oklahoma,Oklahoma,1,1422,0,0
40109106601,Oklahoma,Oklahoma,1,3009,0,0
40109106602,Oklahoma,Oklahoma,1,2555,0,0
40109106604,Oklahoma,Oklahoma,1,2312,0,0
40109106606,Oklahoma,Oklahoma,1,2027,0,0
40109106607,Oklahoma,Oklahoma,1,3341,0,0
40109106608,Oklahoma,Oklahoma,1,2968,0,9.542695045
40109106609,Oklahoma,Oklahoma,1,1237,0,0
40109106610,Oklahoma,Oklahoma,1,1418,0,0
40109106702,Oklahoma,Oklahoma,1,3755,1,594.8804902
40109106704,Oklahoma,Oklahoma,1,2243,1,1650.427386
40109106705,Oklahoma,Oklahoma,1,2098,0,8.233192444
40109106706,Oklahoma,Oklahoma,1,3889,0,0
40109106707,Oklahoma,Oklahoma,1,6156,0,0
40109106708,Oklahoma,Oklahoma,1,2110,1,2042.560279
40109106801,Oklahoma,Oklahoma,1,1936,1,696.734116
40109106802,Oklahoma,Oklahoma,1,1885,0,0
40109106803,Oklahoma,Oklahoma,1,3002,0,0
40109106804,Oklahoma,Oklahoma,1,3736,0,0
40109106902,Oklahoma,Oklahoma,1,2359,0,0
40109106903,Oklahoma,Oklahoma,1,5805,0,26.39807701
40109106906,Oklahoma,Oklahoma,1,2735,0,0
40109106907,Oklahoma,Oklahoma,1,2165,0,0
40109106909,Oklahoma,Oklahoma,1,1516,0,0
40109106910,Oklahoma,Oklahoma,1,2020,0,0
40109106911,Oklahoma,Oklahoma,1,1755,0,376.789324
40109106912,Oklahoma,Oklahoma,1,2940,1,2866.57034
40109106913,Oklahoma,Oklahoma,1,3904,1,2294.167405
40109106914,Oklahoma,Oklahoma,1,3717,0,0
40109106915,Oklahoma,Oklahoma,1,6097,0,0
40109107001,Oklahoma,Oklahoma,1,5885,1,1477.39603
40109107002,Oklahoma,Oklahoma,1,1918,1,1896.719526
40109107101,Oklahoma,Oklahoma,0,31,0,0
40109107103,Oklahoma,Oklahoma,1,1913,0,0
40109107104,Oklahoma,Oklahoma,1,2958,1,889.5857257
40109107206,Oklahoma,Oklahoma,1,4261,0,327.7264374
40109107207,Oklahoma,Oklahoma,1,1972,0,225.3938723
40109107209,Oklahoma,Oklahoma,1,5523,0,0
40109107210,Oklahoma,Oklahoma,1,1063,1,652.1179886
40109107211,Oklahoma,Oklahoma,1,2120,0,59.43951911
40109107212,Oklahoma,Oklahoma,1,6062,1,3982.597264
40109107213,Oklahoma,Oklahoma,1,4848,1,2360.443014
40109107214,Oklahoma,Oklahoma,1,2785,0,0
40109107215,Oklahoma,Oklahoma,1,3989,0,0
40109107216,Oklahoma,Oklahoma,1,3236,0,0
40109107217,Oklahoma,Oklahoma,1,1913,0,0
40109107218,Oklahoma,Oklahoma,1,2992,0,0
40109107219,Oklahoma,Oklahoma,1,3049,0,0
40109107220,Oklahoma,Oklahoma,1,3547,0,0
40109107221,Oklahoma,Oklahoma,1,2047,0,0
40109107222,Oklahoma,Oklahoma,1,1803,0,0
40109107223,Oklahoma,Oklahoma,1,2703,0,0
40109107302,Oklahoma,Oklahoma,1,2510,0,0
40109107303,Oklahoma,Oklahoma,1,1715,0,490.5189674
40109107305,Oklahoma,Oklahoma,1,1360,1,1247.519575
40109107306,Oklahoma,Oklahoma,1,3787,1,1911.50184
40109107401,Oklahoma,Oklahoma,1,6402,1,4879.413468
40109107403,Oklahoma,Oklahoma,1,5504,1,3372.775709
40109107404,Oklahoma,Oklahoma,1,3385,0,0
40109107405,Oklahoma,Oklahoma,1,4435,1,3451.967666
40109107500,Oklahoma,Oklahoma,1,2859,0,0
40109107601,Oklahoma,Oklahoma,1,1958,0,0
40109107604,Oklahoma,Oklahoma,1,1809,0,0
40109107605,Oklahoma,Oklahoma,1,2328,0,0
40109107606,Oklahoma,Oklahoma,1,240,0,39.31040478
40109107607,Oklahoma,Oklahoma,1,3361,0,122.3039595
40109107703,Oklahoma,Oklahoma,1,3462,0,0
40109107704,Oklahoma,Oklahoma,1,1616,0,0
40109107705,Oklahoma,Oklahoma,1,2093,0,0
40109107706,Oklahoma,Oklahoma,1,2820,0,0
40109107707,Oklahoma,Oklahoma,1,1276,0,0
40109107801,Oklahoma,Oklahoma,1,3544,1,871.1814315
40109107804,Oklahoma,Oklahoma,1,2424,0,0
40109107805,Oklahoma,Oklahoma,1,2524,1,2059.6246
40109107806,Oklahoma,Oklahoma,1,3921,1,1775.545536
40109107807,Oklahoma,Oklahoma,1,2794,0,0
40109107808,Oklahoma,Oklahoma,1,1835,0,0
40109107809,Oklahoma,Oklahoma,1,1655,0,16.99194908
40109107810,Oklahoma,Oklahoma,1,2701,1,755.269817
40109107900,Oklahoma,Oklahoma,1,1675,1,1463.979
40109108003,Oklahoma,Oklahoma,1,4098,1,2345.041067
40109108005,Oklahoma,Oklahoma,1,2382,1,2286.970112
40109108006,Oklahoma,Oklahoma,1,4029,0,91.59168994
40109108007,Oklahoma,Oklahoma,1,3057,0,0
40109108008,Oklahoma,Oklahoma,1,4418,0,95.79009914
40109108009,Oklahoma,Oklahoma,1,2986,0,401.3725808
40109108010,Oklahoma,Oklahoma,1,3058,0,425.2501075
40109108011,Oklahoma,Oklahoma,1,3506,1,861.5875304
40109108101,Oklahoma,Oklahoma,0,3389,0,0
40109108106,Oklahoma,Oklahoma,1,4743,1,4736.246921
40109108107,Oklahoma,Oklahoma,1,2790,1,1362.642598
40109108109,Oklahoma,Oklahoma,1,5290,1,4090.170407
40109108110,Oklahoma,Oklahoma,1,3980,1,3248.495572
40109108113,Oklahoma,Oklahoma,1,4686,0,283.0048084
40109108114,Oklahoma,Oklahoma,1,4367,1,1165.374827
40109108201,Oklahoma,Oklahoma,1,3599,0,0
40109108203,Oklahoma,Oklahoma,1,3034,0,0
40109108204,Oklahoma,Oklahoma,1,2739,0,0
40109108206,Oklahoma,Oklahoma,1,4087,1,1436.839644
40109108207,Oklahoma,Oklahoma,1,1571,0,0
40109108208,Oklahoma,Oklahoma,1,4291,0,0
40109108213,Oklahoma,Oklahoma,1,8144,1,5806.154519
40109108215,Oklahoma,Oklahoma,1,4738,0,0
40109108216,Oklahoma,Oklahoma,1,2892,0,0
40109108217,Oklahoma,Oklahoma,1,4295,0,0
40109108218,Oklahoma,Oklahoma,1,8014,1,2021.088904
40109108219,Oklahoma,Oklahoma,1,4384,1,3745.692576
40109108220,Oklahoma,Oklahoma,1,5167,1,1190.738295
40109108221,Oklahoma,Oklahoma,0,5574,0,0
40109108301,Oklahoma,Oklahoma,0,1561,0,0
40109108302,Oklahoma,Oklahoma,0,4354,0,0
40109108303,Oklahoma,Oklahoma,1,6807,1,1036.175877
40109108304,Oklahoma,Oklahoma,1,4882,1,832.8724833
40109108307,Oklahoma,Oklahoma,1,4845,0,0
40109108309,Oklahoma,Oklahoma,1,2363,0,0
40109108310,Oklahoma,Oklahoma,1,2579,0,103.0128975
40109108313,Oklahoma,Oklahoma,1,5374,0,0
40109108314,Oklahoma,Oklahoma,1,2598,0,11.22047615
40109108315,Oklahoma,Oklahoma,1,5003,0,251.3425977
40109108316,Oklahoma,Oklahoma,1,5993,1,3389.733298
40109108317,Oklahoma,Oklahoma,1,3410,0,0
40109108318,Oklahoma,Oklahoma,1,5068,1,2483.575744
40109108402,Oklahoma,Oklahoma,1,1323,0,43.89499664
40109108403,Oklahoma,Oklahoma,1,2001,0,0
40109108404,Oklahoma,Oklahoma,1,2573,0,0
40109108504,Oklahoma,Oklahoma,1,6700,1,6399.836122
40109108506,Oklahoma,Oklahoma,1,3224,0,302.4585586
40109108507,Oklahoma,Oklahoma,1,1150,0,0
40109108508,Oklahoma,Oklahoma,1,2000,1,1253.197541
40109108511,Oklahoma,Oklahoma,0,5284,0,0
40109108512,Oklahoma,Oklahoma,0,4250,0,0
40109108513,Oklahoma,Oklahoma,1,3694,1,984.8369344
40109108514,Oklahoma,Oklahoma,1,5009,0,224.447084
40109108515,Oklahoma,Oklahoma,1,5212,0,0
40109108519,Oklahoma,Oklahoma,1,3318,1,3222.14062
40109108520,Oklahoma,Oklahoma,1,1875,0,50.41397476
40109108521,Oklahoma,Oklahoma,1,1426,0,0
40109108523,Oklahoma,Oklahoma,1,5378,1,3087.860336
40109108524,Oklahoma,Oklahoma,1,3237,1,3131.436057
40109108525,Oklahoma,Oklahoma,1,2107,1,1737.994848
40109108526,Oklahoma,Oklahoma,1,4965,1,1005.363124
40109108527,Oklahoma,Oklahoma,1,5086,1,1059.376995
40109108528,Oklahoma,Oklahoma,1,2155,0,397.6442691
40109108529,Oklahoma,Oklahoma,1,2798,0,0
40109108530,Oklahoma,Oklahoma,1,4128,0,0
40109108601,Oklahoma,Oklahoma,1,2214,1,2160.222239
40109108602,Oklahoma,Oklahoma,1,935,1,925.4530761
40109108603,Oklahoma,Oklahoma,1,2099,1,2098.999989
40109108701,Oklahoma,Oklahoma,0,2529,0,0
40109108703,Oklahoma,Oklahoma,1,5340,1,3703.440826
40109108704,Oklahoma,Oklahoma,0,4912,0,0
40109108706,Oklahoma,Oklahoma,1,2739,1,781.4246332
40109108707,Oklahoma,Oklahoma,1,3401,1,1784.432553
40109108708,Oklahoma,Oklahoma,1,3263,1,2781.314189
40109108709,Oklahoma,Oklahoma,0,3402,0,0
40109108801,Oklahoma,Oklahoma,1,6549,1,6388.219169
40109108802,Oklahoma,Oklahoma,1,4912,1,1816.168455
40109108803,Oklahoma,Oklahoma,0,1088,0,0
40109108804,Oklahoma,Oklahoma,0,2637,0,0
40109108900,Oklahoma,Oklahoma,0,3658,0,0
40109109001,Oklahoma,Oklahoma,0,2076,0,0
40109109003,Oklahoma,Oklahoma,0,4726,0,0
40109109004,Oklahoma,Oklahoma,0,3473,0,0
40109109100,Oklahoma,Oklahoma,1,251,0,0
40109109201,Oklahoma,Oklahoma,0,5486,0,0
40109109202,Oklahoma,Oklahoma,0,2363,0,0
40111000100,Oklahoma,Okmulgee,1,3191,1,2330.970736
40111000200,Oklahoma,Okmulgee,1,3070,1,1412.278437
40111000300,Oklahoma,Okmulgee,1,2848,0,233.1188333
40111000400,Oklahoma,Okmulgee,1,4748,1,1658.640389
40111000500,Oklahoma,Okmulgee,0,4078,0,404.7445895
40111000600,Oklahoma,Okmulgee,0,7200,1,2896.192515
40111000700,Oklahoma,Okmulgee,0,3879,1,614.416196
40111000800,Oklahoma,Okmulgee,0,3352,0,0
40111000901,Oklahoma,Okmulgee,0,3097,0,0
40111000902,Oklahoma,Okmulgee,0,4606,0,0
40113940001,Oklahoma,Osage,0,5983,0,30.81370207
40113940002,Oklahoma,Osage,1,5029,1,2251.308821
40113940003,Oklahoma,Osage,0,4820,0,214.3210954
40113940004,Oklahoma,Osage,0,2503,1,641.0372732
40113940005,Oklahoma,Osage,0,3921,0,0
40113940006,Oklahoma,Osage,1,5722,1,5722.000026
40113940007,Oklahoma,Osage,0,4674,1,578.4415265
40113940008,Oklahoma,Osage,0,3226,1,2206.660045
40113940009,Oklahoma,Osage,0,3216,0,252.3586554
40113940010,Oklahoma,Osage,1,6952,1,5682.659153
40113940011,Oklahoma,Osage,0,1426,1,1012.220214
40115574100,Oklahoma,Ottawa,0,4150,0,0
40115574200,Oklahoma,Ottawa,1,3132,1,2793.353799
40115574300,Oklahoma,Ottawa,1,2710,0,260.6268555
40115574400,Oklahoma,Ottawa,1,2833,0,85.90939689
40115574500,Oklahoma,Ottawa,1,2523,0,1.32125175
40115574600,Oklahoma,Ottawa,1,4362,1,558.6835083
40115574700,Oklahoma,Ottawa,0,4573,0,0
40115574800,Oklahoma,Ottawa,0,4311,1,1419.328123
40115574900,Oklahoma,Ottawa,0,3254,0,8.125242675
40117957100,Oklahoma,Pawnee,1,3886,1,691.8719004
40117957200,Oklahoma,Pawnee,0,4176,0,0
40117957300,Oklahoma,Pawnee,0,3317,0,18.73879978
40117957400,Oklahoma,Pawnee,0,2731,0,221.7540644
40117957500,Oklahoma,Pawnee,0,2467,0,0
40119010101,Oklahoma,Payne,1,4102,1,2125.11271
40119010102,Oklahoma,Payne,1,5091,0,1.291814327
40119010200,Oklahoma,Payne,1,5507,1,3854.04716
40119010300,Oklahoma,Payne,1,3401,0,1.995913292
40119010400,Oklahoma,Payne,1,6372,1,1410.499859
40119010500,Oklahoma,Payne,1,3323,0,0
40119010600,Oklahoma,Payne,1,4814,1,1420.927477
40119010700,Oklahoma,Payne,1,2871,1,1132.818737
40119010800,Oklahoma,Payne,1,2208,0,362.0311171
40119010900,Oklahoma,Payne,1,8266,1,4924.781281
40119011000,Oklahoma,Payne,0,5735,0,254.4492978
40119011101,Oklahoma,Payne,0,5177,0,384.6382284
40119011102,Oklahoma,Payne,0,6246,0,8.7603769
40119011200,Oklahoma,Payne,0,2453,0,129.3312544
40119011301,Oklahoma,Payne,0,3625,0,0
40119011302,Oklahoma,Payne,1,3758,1,3109.828813
40119011400,Oklahoma,Payne,0,4401,0,0
40121485600,Oklahoma,Pittsburg,0,2772,0,30.29756578
40121485700,Oklahoma,Pittsburg,0,2442,1,2121.171569
40121485800,Oklahoma,Pittsburg,0,4725,1,2024.040136
40121485900,Oklahoma,Pittsburg,0,2378,1,1643.038508
40121486000,Oklahoma,Pittsburg,0,4989,0,0
40121486100,Oklahoma,Pittsburg,1,4591,1,2653.771024
40121486200,Oklahoma,Pittsburg,1,3716,1,2823.557335
40121486300,Oklahoma,Pittsburg,1,1794,1,1793.999992
40121486400,Oklahoma,Pittsburg,1,2602,0,288.7960681
40121486500,Oklahoma,Pittsburg,1,5708,1,2218.671286
40121486600,Oklahoma,Pittsburg,0,2911,0,84.96211206
40121486700,Oklahoma,Pittsburg,0,5084,0,210.912937
40121486800,Oklahoma,Pittsburg,0,2125,1,2039.494809
40123088600,Oklahoma,Pontotoc,0,5135,1,1309.973209
40123088700,Oklahoma,Pontotoc,0,2417,1,1354.318616
40123088800,Oklahoma,Pontotoc,1,7316,1,5330.656742
40123088900,Oklahoma,Pontotoc,1,4385,0,219.4785843
40123089000,Oklahoma,Pontotoc,0,3574,0,0
40123089100,Oklahoma,Pontotoc,1,2322,0,67.11729385
40123089200,Oklahoma,Pontotoc,1,1650,0,0
40123089300,Oklahoma,Pontotoc,1,3900,1,621.0057121
40123089598,Oklahoma,Pontotoc,0,4676,1,832.533104
40123089600,Oklahoma,Pontotoc,0,2117,1,1632.210612
40125500200,Oklahoma,Pottawatomie,1,3275,1,2317.73917
40125500301,Oklahoma,Pottawatomie,1,3218,1,507.5185097
40125500302,Oklahoma,Pottawatomie,1,2833,1,2528.775058
40125500400,Oklahoma,Pottawatomie,1,3577,0,0
40125500500,Oklahoma,Pottawatomie,1,4335,1,950.5832172
40125500600,Oklahoma,Pottawatomie,1,3337,0,0
40125500700,Oklahoma,Pottawatomie,1,3053,0,140.7545612
40125500800,Oklahoma,Pottawatomie,1,3546,1,1314.492675
40125500900,Oklahoma,Pottawatomie,0,6881,0,0
40125501001,Oklahoma,Pottawatomie,0,8391,0,0
40125501003,Oklahoma,Pottawatomie,0,4293,0,0
40125501004,Oklahoma,Pottawatomie,0,4395,0,0
40125501101,Oklahoma,Pottawatomie,0,5520,0,0
40125501102,Oklahoma,Pottawatomie,0,7907,0,310.2571362
40125501201,Oklahoma,Pottawatomie,0,1981,0,333.2882883
40125501300,Oklahoma,Pottawatomie,0,2900,1,1602.750298
40127097600,Oklahoma,Pushmataha,0,3033,1,2582.798991
40127097700,Oklahoma,Pushmataha,0,5892,0,236.3839119
40127097800,Oklahoma,Pushmataha,0,2647,1,2228.985362
40129960000,Oklahoma,Roger Mills,0,3647,1,2001.024437
40131050101,Oklahoma,Rogers,1,4676,0,103.8396589
40131050103,Oklahoma,Rogers,1,2375,1,1189.738098
40131050104,Oklahoma,Rogers,1,1955,0,0
40131050105,Oklahoma,Rogers,1,4690,1,3110.159954
40131050201,Oklahoma,Rogers,0,2507,0,0
40131050202,Oklahoma,Rogers,1,2927,0,86.81396866
40131050203,Oklahoma,Rogers,1,1634,1,1227.7148
40131050301,Oklahoma,Rogers,0,2420,0,0
40131050302,Oklahoma,Rogers,0,2719,0,37.39119482
40131050303,Oklahoma,Rogers,0,2889,0,14.93035841
40131050304,Oklahoma,Rogers,0,3235,0,0
40131050403,Oklahoma,Rogers,0,5193,0,0
40131050404,Oklahoma,Rogers,1,5805,1,5132.810907
40131050405,Oklahoma,Rogers,0,3676,0,0
40131050406,Oklahoma,Rogers,1,2263,1,2250.160908
40131050407,Oklahoma,Rogers,1,2354,1,2261.939543
40131050408,Oklahoma,Rogers,1,3002,0,164.7944325
40131050409,Oklahoma,Rogers,0,1822,0,0
40131050501,Oklahoma,Rogers,0,2980,0,0
40131050502,Oklahoma,Rogers,0,3379,0,0
40131050601,Oklahoma,Rogers,0,3120,0,0
40131050602,Oklahoma,Rogers,1,2993,1,2993.000007
40131050603,Oklahoma,Rogers,0,2254,0,0
40131050604,Oklahoma,Rogers,0,3744,0,0
40131050701,Oklahoma,Rogers,0,2165,0,0
40131050702,Oklahoma,Rogers,0,2948,0,0
40131050801,Oklahoma,Rogers,0,4048,0,0
40131050802,Oklahoma,Rogers,0,3132,0,5.47228715
40133583100,Oklahoma,Seminole,0,1849,1,691.4699794
40133583200,Oklahoma,Seminole,0,3321,0,20.55363742
40133583300,Oklahoma,Seminole,0,2627,0,0
40133583400,Oklahoma,Seminole,0,4301,0,0
40133583500,Oklahoma,Seminole,1,2179,0,3.170760155
40133583600,Oklahoma,Seminole,1,4233,1,789.9968793
40133583700,Oklahoma,Seminole,0,2179,0,3.148258805
40133583800,Oklahoma,Seminole,0,2852,0,0
40133583900,Oklahoma,Seminole,0,1941,1,557.2903485
40135030101,Oklahoma,Sequoyah,0,4858,0,354.6039749
40135030103,Oklahoma,Sequoyah,1,2640,1,2639.745012
40135030104,Oklahoma,Sequoyah,0,6992,0,0.12518698
40135030201,Oklahoma,Sequoyah,0,2568,0,2.877505142
40135030202,Oklahoma,Sequoyah,0,5509,0,0
40135030301,Oklahoma,Sequoyah,1,2267,1,1066.804968
40135030302,Oklahoma,Sequoyah,1,6931,1,1097.895825
40135030401,Oklahoma,Sequoyah,0,4009,0,0
40135030402,Oklahoma,Sequoyah,1,6617,1,3775.093272
40137000101,Oklahoma,Stephens,1,5437,1,1023.636752
40137000102,Oklahoma,Stephens,0,3225,0,0
40137000200,Oklahoma,Stephens,1,3850,1,1212.519713
40137000300,Oklahoma,Stephens,1,2121,0,0
40137000400,Oklahoma,Stephens,1,5705,1,1210.659114
40137000600,Oklahoma,Stephens,1,3228,1,665.2175517
40137000800,Oklahoma,Stephens,1,5241,1,5240.999989
40137000901,Oklahoma,Stephens,0,4641,0,39.15202466
40137000902,Oklahoma,Stephens,0,3836,1,766.7039478
40137001000,Oklahoma,Stephens,0,2092,1,1899.012784
40137001100,Oklahoma,Stephens,0,5672,0,256.2325447
40139950600,Oklahoma,Texas,0,3790,1,2747.043018
40139950700,Oklahoma,Texas,0,3173,1,2018.498795
40139950800,Oklahoma,Texas,1,4817,0,359.8016835
40139950900,Oklahoma,Texas,1,7245,1,1762.138739
40139951000,Oklahoma,Texas,0,1615,1,1339.080868
40141070100,Oklahoma,Tillman,0,1219,1,494.0070402
40141070200,Oklahoma,Tillman,0,1139,1,814.7173378
40141070300,Oklahoma,Tillman,1,2387,0,255.0890848
40141070400,Oklahoma,Tillman,1,1760,0,243.459601
40141070500,Oklahoma,Tillman,0,1487,1,1425.162833
40143000100,Oklahoma,Tulsa,1,2159,1,1692.247686
40143000200,Oklahoma,Tulsa,1,1473,1,1354.644251
40143000300,Oklahoma,Tulsa,1,3919,1,3766.951747
40143000400,Oklahoma,Tulsa,1,3939,1,696.5406239
40143000500,Oklahoma,Tulsa,1,2333,0,37.56853604
40143000600,Oklahoma,Tulsa,1,1545,0,12.48354912
40143000700,Oklahoma,Tulsa,1,1695,0,326.1278069
40143000800,Oklahoma,Tulsa,1,1397,1,1259.754372
40143000900,Oklahoma,Tulsa,1,1384,1,1351.382457
40143001000,Oklahoma,Tulsa,1,1421,1,766.3006232
40143001200,Oklahoma,Tulsa,1,1824,0,0.804780364
40143001300,Oklahoma,Tulsa,1,2309,0,0
40143001400,Oklahoma,Tulsa,1,5355,0,0
40143001500,Oklahoma,Tulsa,1,4038,1,3641.966744
40143001600,Oklahoma,Tulsa,1,4944,0,402.6996488
40143001700,Oklahoma,Tulsa,1,2493,1,1235.859433
40143001800,Oklahoma,Tulsa,1,1899,1,1492.614758
40143001900,Oklahoma,Tulsa,1,1763,1,1422.51227
40143002000,Oklahoma,Tulsa,1,1831,0,0
40143002100,Oklahoma,Tulsa,1,3695,0,172.0635843
40143002301,Oklahoma,Tulsa,1,2835,0,0
40143002500,Oklahoma,Tulsa,1,3980,1,3722.418547
40143002700,Oklahoma,Tulsa,1,3291,1,3250.972227
40143002900,Oklahoma,Tulsa,1,2935,1,1260.391202
40143003000,Oklahoma,Tulsa,1,2032,0,0
40143003100,Oklahoma,Tulsa,1,2620,1,2620.000033
40143003200,Oklahoma,Tulsa,1,1511,1,649.8597266
40143003300,Oklahoma,Tulsa,1,2032,0,0
40143003400,Oklahoma,Tulsa,1,2093,0,0
40143003500,Oklahoma,Tulsa,1,1998,0,79.21005821
40143003600,Oklahoma,Tulsa,1,2064,0,0
40143003700,Oklahoma,Tulsa,1,2675,0,116.8277454
40143003800,Oklahoma,Tulsa,1,1867,0,13.19398096
40143003900,Oklahoma,Tulsa,1,4061,0,0
40143004000,Oklahoma,Tulsa,1,4333,0,0
40143004101,Oklahoma,Tulsa,1,2327,0,0
40143004200,Oklahoma,Tulsa,1,2851,0,0
40143004301,Oklahoma,Tulsa,1,2137,0,0
40143004302,Oklahoma,Tulsa,1,3178,0,0
40143004400,Oklahoma,Tulsa,1,2710,0,295.7006073
40143004500,Oklahoma,Tulsa,1,2449,1,1166.029823
40143004600,Oklahoma,Tulsa,1,3082,1,3082.000025
40143004700,Oklahoma,Tulsa,1,1891,1,1891.000006
40143004800,Oklahoma,Tulsa,1,4400,1,1249.092948
40143004900,Oklahoma,Tulsa,1,1620,0,436.5660094
40143005001,Oklahoma,Tulsa,1,2057,0,0
40143005002,Oklahoma,Tulsa,1,3624,0,0
40143005100,Oklahoma,Tulsa,1,1811,0,0
40143005200,Oklahoma,Tulsa,1,2872,0,0
40143005300,Oklahoma,Tulsa,1,4569,0,87.76493931
40143005401,Oklahoma,Tulsa,0,2332,0,0
40143005402,Oklahoma,Tulsa,1,7336,1,3392.01123
40143005500,Oklahoma,Tulsa,0,3295,0,0
40143005600,Oklahoma,Tulsa,0,2504,0,0
40143005700,Oklahoma,Tulsa,1,2316,1,1401.095895
40143005801,Oklahoma,Tulsa,1,4098,1,1010.087333
40143005805,Oklahoma,Tulsa,1,6925,1,705.5584149
40143005806,Oklahoma,Tulsa,1,5194,0,280.6205529
40143005807,Oklahoma,Tulsa,1,12083,1,6141.726383
40143005808,Oklahoma,Tulsa,1,2521,1,2520.999998
40143005900,Oklahoma,Tulsa,0,2342,0,0
40143006000,Oklahoma,Tulsa,1,4946,0,102.9843874
40143006200,Oklahoma,Tulsa,1,2781,1,2693.034721
40143006506,Oklahoma,Tulsa,0,2280,0,0
40143006507,Oklahoma,Tulsa,0,1483,0,0
40143006600,Oklahoma,Tulsa,1,2864,1,2863.99997
40143006701,Oklahoma,Tulsa,1,3200,1,1739.582334
40143006703,Oklahoma,Tulsa,1,3735,0,236.3456736
40143006705,Oklahoma,Tulsa,1,4892,1,2741.376853
40143006707,Oklahoma,Tulsa,1,8260,1,7988.077734
40143006708,Oklahoma,Tulsa,1,5598,1,5476.034184
40143006801,Oklahoma,Tulsa,1,2923,0,96.24460316
40143006803,Oklahoma,Tulsa,1,2753,1,910.3950855
40143006804,Oklahoma,Tulsa,1,2795,0,0
40143006901,Oklahoma,Tulsa,1,4123,1,948.6718708
40143006902,Oklahoma,Tulsa,1,1586,1,1102.687078
40143006903,Oklahoma,Tulsa,1,3620,0,193.8696814
40143006905,Oklahoma,Tulsa,1,4192,0,2
40143006906,Oklahoma,Tulsa,1,1990,0,309.5882545
40143006907,Oklahoma,Tulsa,1,2964,1,622.2311796
40143007000,Oklahoma,Tulsa,1,2977,1,851.6649397
40143007101,Oklahoma,Tulsa,1,3443,1,636.3104281
40143007102,Oklahoma,Tulsa,1,2395,1,1309.310259
40143007200,Oklahoma,Tulsa,1,3908,1,1140.139589
40143007304,Oklahoma,Tulsa,1,3810,0,0
40143007305,Oklahoma,Tulsa,1,6333,1,509.0364556
40143007306,Oklahoma,Tulsa,1,5695,0,0
40143007308,Oklahoma,Tulsa,0,3219,0,0
40143007309,Oklahoma,Tulsa,1,1502,0,18.21611145
40143007310,Oklahoma,Tulsa,1,3675,0,0
40143007311,Oklahoma,Tulsa,1,2777,1,516.5773415
40143007312,Oklahoma,Tulsa,1,4790,0,0
40143007402,Oklahoma,Tulsa,1,2893,0,0
40143007407,Oklahoma,Tulsa,1,3155,0,13.85968113
40143007408,Oklahoma,Tulsa,1,1264,0,15.16988659
40143007409,Oklahoma,Tulsa,1,3836,1,1427.725385
40143007410,Oklahoma,Tulsa,1,2232,0,127.2799112
40143007411,Oklahoma,Tulsa,1,2502,0,0
40143007412,Oklahoma,Tulsa,1,3617,0,0
40143007413,Oklahoma,Tulsa,1,3986,0,218.6751359
40143007414,Oklahoma,Tulsa,1,2781,0,231.0051589
40143007415,Oklahoma,Tulsa,1,1741,0,0
40143007503,Oklahoma,Tulsa,1,2629,0,456.0075316
40143007506,Oklahoma,Tulsa,1,3080,1,1227.103017
40143007507,Oklahoma,Tulsa,1,3425,0,0
40143007508,Oklahoma,Tulsa,1,6007,1,1936.14643
40143007510,Oklahoma,Tulsa,1,5212,0,0
40143007511,Oklahoma,Tulsa,1,2788,0,90.14340325
40143007512,Oklahoma,Tulsa,1,4353,0,307.7637181
40143007513,Oklahoma,Tulsa,0,4338,0,0
40143007515,Oklahoma,Tulsa,1,4433,1,964.3287962
40143007516,Oklahoma,Tulsa,1,4319,1,4318.999999
40143007518,Oklahoma,Tulsa,1,3483,0,234.6528015
40143007519,Oklahoma,Tulsa,1,2938,0,63.22294617
40143007520,Oklahoma,Tulsa,1,3890,1,3091.941769
40143007522,Oklahoma,Tulsa,1,2169,0,147.8240523
40143007523,Oklahoma,Tulsa,1,2521,1,932.4175679
40143007524,Oklahoma,Tulsa,1,2736,1,1021.406339
40143007608,Oklahoma,Tulsa,1,2577,0,0
40143007609,Oklahoma,Tulsa,1,4779,0,166.006176
40143007611,Oklahoma,Tulsa,1,1362,1,1197.932011
